,Target Name,Reference Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,cut,grasp,1,0.7574517919661766,0.8865525126457214,0.5506842852165595,0.6141156689601048,0.5149413020277481,0.7108433684947018,26,1,NaN,NaN
1,cut,mix,1,0.7315510319514141,0.9005120396614075,0.6161279775718329,0.5634741681435833,0.6174575278265964,0.702127654583522,47,1,NaN,NaN
2,cut,pour,1,0.5187369360221822,0.8851088285446167,0.6010952022331145,0.29221511991221294,0.5211538461538461,0.562499995067363,33,1,NaN,NaN
3,cut,transport,1,0.7013224369756393,0.8905606865882874,0.713695213201014,0.4436072605519579,0.6123872026251025,0.6146341413758478,31,1,NaN,NaN
4,cut,wipe,1,0.5386909121533782,0.8939914107322693,0.597585183199951,0.29223877156690226,0.48913568324480927,0.5746268606852863,38,1,NaN,NaN
5,grasp,cut,1,0.3268339166815374,0.812279224395752,0.2897397859094464,0.04079920567175362,0.27981197427016324,0.3076923041911509,17,1,NaN,NaN
6,grasp,mix,1,0.3334866657963627,0.8006475567817688,0.2599747102152097,0.060878440544122565,0.29906268306971295,0.3469387717602041,18,1,NaN,NaN
7,grasp,pour,1,0.3630678067244566,0.8365161418914795,0.3859709664665643,0.09472396434196094,0.37083333333333335,0.39560439130237895,18,1,NaN,NaN
8,grasp,transport,1,0.5571823573480582,0.8449937105178833,0.5482704298856254,0.21948834802753936,0.507383100902379,0.4666666619388889,20,1,NaN,NaN
9,grasp,wipe,1,0.33676897367023767,0.8248528838157654,0.33166355122159386,0.059695879393592256,0.28826653790439405,0.36180904109593187,20,1,NaN,NaN
10,mix,cut,1,0.3413747189019652,0.8268986344337463,0.3480721444639012,0.0740401616329933,0.3748144482929243,0.41085270870831087,29,1,NaN,NaN
11,mix,grasp,1,0.6910720910547447,0.8759832978248596,0.5874136919526625,0.40672741935993134,0.5981856990394877,0.6225165513284506,20,1,NaN,NaN
12,mix,pour,1,0.4607682072249207,0.8901247382164001,0.5701290705482096,0.23939305595533095,0.4839743589743589,0.5728155292086907,24,1,NaN,NaN
13,mix,transport,1,0.5522539074861362,0.8718870878219604,0.601058345626512,0.2429825220686277,0.5545529122231337,0.5227272680688276,22,1,NaN,NaN
14,mix,wipe,1,0.45176627297899247,0.8943378329277039,0.5084326979155884,0.18259587046895384,0.4253983582810237,0.6068376020479948,29,1,NaN,NaN
15,pour,cut,1,0.4482980862017862,0.8322865962982178,0.36257214891957434,0.10080975377804371,0.3542800593765463,0.3664122092066313,32,1,NaN,NaN
16,pour,grasp,1,0.727448580916938,0.8748384714126587,0.6368207378435313,0.2838759538153172,0.4793452844894778,0.5325443737026015,30,1,NaN,NaN
17,pour,mix,1,0.5302216952665778,0.8449550867080688,0.40531125416419844,0.15874194104288158,0.35295840656121846,0.42148759853664364,34,1,NaN,NaN
18,pour,transport,1,0.8113623010953791,0.9125434756278992,0.810870887964557,0.4470354305693877,0.6495640509725017,0.6580086530162478,39,1,NaN,NaN
