,Target Name,Target Detail,Reference Name,Reference Detail,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success
0,cut,1,wipe,1,0.5237673501433247,0.8446493744850159,0.3724585337608994,0.29144277173720357,0.48762988619495296,0.49826989136193295,38,1
1,cut,1,wipe,2,0.5054126257862183,0.8389783501625061,0.37154674370370566,0.3089665006438269,0.4893617021276596,0.46975088491533795,37,1
2,cut,1,wipe,3,0.48908343061510723,0.8293465971946716,0.36604943856363986,0.28988142682851936,0.4905987135081643,0.47101448803954005,37,1
3,cut,2,wipe,1,0.5359373703707777,0.8451671004295349,0.38371265182425085,0.3134978720656489,0.4977733795150915,0.5051903065868465,38,1
4,cut,2,wipe,2,0.5276737727261195,0.8469772338867188,0.38520295035235613,0.3127504080985199,0.48664027709054924,0.5017182082119956,36,1
5,cut,2,wipe,3,0.5404308940613632,0.8512749671936035,0.38904139540880667,0.34747451592833156,0.49233052944087086,0.5205479403520831,37,1
6,cut,3,wipe,1,0.5413933133594239,0.8513052463531494,0.38512809208616383,0.33160792190549965,0.5027214250371104,0.5167785185989371,39,1
7,cut,3,wipe,2,0.4973528023986473,0.8429605960845947,0.38876620421894265,0.266558492261472,0.47154873824839183,0.4931506800781104,38,1
8,cut,3,wipe,3,0.570166812723573,0.8489087820053101,0.40165269712214174,0.36432574023827297,0.5069272637308263,0.5270270221477813,39,1
9,grasp,1,cut,1,0.6957474662198484,0.8940015435218811,0.5063507939522482,0.4408183029482599,0.6440768409818569,0.6756756707341126,21,1
10,grasp,1,cut,2,0.6172944511816486,0.8690183162689209,0.4685574036362209,0.3660248739641294,0.5816435432230522,0.6433566384644727,18,1
11,grasp,1,cut,3,0.6728316545017382,0.8803172707557678,0.46676834649094884,0.3453955792544277,0.5843116328708644,0.6394557773797954,20,1
12,grasp,2,cut,1,0.7622704458875168,0.9072867035865784,0.573624162535059,0.5172873136855426,0.692102454642476,0.6956521689147797,24,1
13,grasp,2,cut,2,0.7304203814160006,0.8919392228126526,0.5377906015823883,0.3674942239389135,0.6312700106723586,0.6257668661658324,24,1
14,grasp,2,cut,3,0.7271112155328471,0.8939048647880554,0.5462560542969611,0.43464207313484265,0.6574172892209178,0.6625766821167527,24,1
15,grasp,3,cut,1,0.7919619982097622,0.9129303693771362,0.5958193593782393,0.4775926522823409,0.6622198505869797,0.6708074484178852,26,1
16,grasp,3,cut,2,0.7919619982097622,0.9129303693771362,0.5958193593782393,0.4775926522823409,0.6622198505869797,0.6708074484178852,26,1
17,grasp,3,cut,3,0.7919619982097622,0.9129303693771362,0.5958193593782393,0.4775926522823409,0.6622198505869797,0.6708074484178852,26,1
18,mix,1,grasp,1,0.49103068049793214,0.8283091187477112,0.3344312319219132,0.19032955727364811,0.4244288224956063,0.43668121811025723,31,1
19,mix,1,grasp,2,0.45451595896120667,0.8210183382034302,0.312183550575411,0.16015485139708505,0.3980667838312829,0.4242424196143251,30,1
20,mix,1,grasp,3,0.47363832209695805,0.8320475220680237,0.31252018448413776,0.15505042534143712,0.3945518453427065,0.44052862979681345,27,1
