,Target Name,Reference Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,cut,grasp,1,0.38524600286664046,0.8249047994613647,0.2571964981608132,0.0915937278471422,0.27800237812128414,0.3146067372060206,28,1,NaN,NaN
1,cut,mix,1,0.4449117114321302,0.8693909049034119,0.34012278555921194,0.2110629095247987,0.3491082045184304,0.47191010799253746,32,0,NaN,NaN
2,cut,pour,1,0.3421096869811447,0.8194307088851929,0.31837786444499616,0.11534853849958751,0.2941736028537455,0.29197079843545215,31,1,NaN,NaN
3,cut,transport,1,0.3616059883523141,0.8083900213241577,0.2509523729983815,0.1221710980513421,0.31486325802615933,0.32374100265074274,36,0,NaN,NaN
4,cut,wipe,1,0.34233344012256084,0.7971866726875305,0.2610845787071062,0.06724455452152502,0.2936979785969085,0.21481481039533618,32,0,NaN,NaN
5,grasp,cut,1,0.574279298079018,0.8979429602622986,0.47331915070635877,0.3801382171318451,0.557662737057919,0.6258503352380953,23,1,NaN,NaN
6,grasp,mix,1,0.7267157425756916,0.9061900973320007,0.5473499033229225,0.4571506572095999,0.6417221937467965,0.6962025266655985,25,1,NaN,NaN
7,grasp,pour,1,0.7000350912088923,0.8775573968887329,0.5433953741853802,0.4978769692209404,0.5161455663762173,0.5207100541717729,26,1,NaN,NaN
8,grasp,transport,1,0.6992402321280219,0.8793103098869324,0.5542093194700161,0.44377633838792424,0.5007688364941056,0.5227272677376034,30,1,NaN,NaN
9,grasp,wipe,1,0.6621308758662365,0.8789792656898499,0.5377475396837521,0.47985643526826305,0.4812916453100974,0.5238095188095239,26,1,NaN,NaN
10,mix,cut,1,0.27278881897372526,0.7997997999191284,0.19839681121989494,0.04254488522672593,0.21114864864864868,0.3448275823485161,18,1,NaN,NaN
11,mix,grasp,1,0.3715814583948291,0.8191097378730774,0.2540078091696139,0.08718605333567002,0.2668918918918919,0.4411764666955018,17,1,NaN,NaN
