,WuP,GloVe-Similarity,Sensorimotor Distance,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF,LoC,Generated,Reference
23,0.3333333333333333,0.43972694873809803,0.0158176034997597,0.7736688791251358,0.7432989640827932,0.6579613355892006,0.7432989640827932,0.9640534400939942,0.8883307139167096,60.8,Wipe,Hold
24,0.3333333333333333,0.720828115940094,0.045264758045214,0.9778177398723397,0.941935478870968,0.9032786835245903,0.941935478870968,0.9943931221961975,0.9797777641064241,46.0,Close,Open
25,0.25,0.1374186724424362,0.0827258509852445,0.8685837741045791,0.7819819769846843,0.6559920809269265,0.7733333283360357,0.960188627243042,0.8151531265760144,45.6,Halve,Open
26,0.5,0.739703357219696,0.103886621549432,0.07885485633220637,0.32699976195039737,0.2325450615331583,0.32699976195039737,0.9057502508163452,0.2493246077550893,12.8,Hold,Open
27,0.3333333333333333,0.494068443775177,0.0311757950604205,0.7148369460276136,0.7437856660093372,0.6241712714543887,0.7437856660093372,0.9594945669174194,0.7112064414952733,38.4,Pick-Up,Open
28,0.3333333333333333,0.8066946268081665,0.123578364246354,0.5217476453018165,0.5196433659222939,0.3495200924539909,0.49859073434334655,0.9511366128921509,0.5929087632184981,33.0,Place-Down,Open
29,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.7964733245041193,0.8335051496447822,0.7184615334804734,0.8335051496447822,0.9655211210250855,0.9518435673943273,52.8,Pour,Open
30,0.2857142857142857,0.3194121122360229,0.0770675081437801,0.7577911547444602,0.7202015152691453,0.6042115575601329,0.7202015152691453,0.9524793028831482,0.7440557555140089,41.6,Slice,Open
31,0.3333333333333333,0.3229246437549591,0.139307387341262,0.8870538292449446,0.785320238104727,0.6562841480055323,0.785320238104727,0.9690361022949219,0.8428286354927128,46.8,Wipe,Open
32,0.25,0.5153879523277283,0.0702866678284649,0.8168817373080908,0.8345063488741058,0.7674697027838867,0.8345063488741058,0.9675316572189331,0.8738935435744282,41.2,Close,Pick-Up
33,0.2,0.1682203710079193,0.0710081231639225,0.7819222852712406,0.7292582367865801,0.5965271036365137,0.7204670279953713,0.9491217970848084,0.7702528415660994,42.6,Halve,Pick-Up
34,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.12066307490895853,0.3363861905411306,0.23235791956250385,0.3363861905411306,0.9312479019165039,0.3052760369426959,17.6,Hold,Pick-Up
35,0.3333333333333333,0.494068443775177,0.0311757950604205,0.7576068202061113,0.8876698166988053,0.867689048472819,0.8876698166988053,0.9679024577140808,0.8424033536846014,37.2,Open,Pick-Up
36,0.25,0.6661379933357239,0.169426303267544,0.4809097132742318,0.4968782787731455,0.35354828008346667,0.49154494543981225,0.9440139532089233,0.5676220444804543,32.0,Place-Down,Pick-Up
37,0.25,0.1667963415384292,0.0699600588276674,0.5294968754691929,0.46260988513970913,0.3100591539703853,0.45010988513970906,0.9388229846954346,0.7429936176369859,49.8,Pour,Pick-Up
38,0.22222222222222224,0.44728294014930714,0.0743805998594153,0.5678534178819542,0.6192462107268037,0.4534653416450999,0.6096076565099362,0.9549883365631106,0.6165736402364768,35.6,Slice,Pick-Up
39,0.25,0.2969381213188171,0.0946885101065148,0.3096882567847107,0.3829883562593692,0.2262131683470264,0.3829883562593692,0.909411895275116,0.42347278838047026,25.2,Wipe,Pick-Up
40,0.25,0.7576097846031189,0.0519029166068075,0.23789230896681288,0.393709992692661,0.2457694787797549,0.393709992692661,0.913777768611908,0.3930541335126072,19.2,Close,Place-Down
41,0.2,0.11310732364654538,0.114183228214588,0.6356905744984062,0.6617210223755815,0.5803383959802682,0.6497449744713898,0.9417816877365113,0.7096412993627691,32.0,Halve,Place-Down
42,0.3333333333333333,0.7480592727661133,0.23493731438943302,0.09258043516180872,0.37861923570823747,0.3178304475477316,0.37861923570823747,0.8924119949340821,0.2595673215845852,11.6,Hold,Place-Down
43,0.3333333333333333,0.8066946268081665,0.123578364246354,0.22017139993023652,0.3178711240669544,0.19253341667245907,0.26920517366853025,0.8803229093551636,0.3896871435654212,17.8,Open,Place-Down
44,0.25,0.6661379933357239,0.169426303267544,0.31638165232117244,0.48360688552223585,0.3385177335169544,0.48360688552223585,0.9402898073196411,0.47855698632986055,22.8,Pick-Up,Place-Down
45,0.25,0.2918168306350708,0.11328961037275101,0.2176111005898115,0.32757705263119674,0.20132116625586866,0.2927944439355446,0.8932248830795289,0.37316670279722086,18.8,Pour,Place-Down
46,0.22222222222222224,0.4426504373550415,0.135771583124557,0.47958024635772284,0.4323284478834674,0.27806600617390786,0.41257536146371426,0.9300666689872742,0.5845640077327563,29.6,Slice,Place-Down
47,0.25,0.3212550282478332,0.220155971966159,0.3493391467552715,0.3360135091377415,0.23615468027997064,0.30848232410655646,0.8916716814041138,0.49980011933571067,23.2,Wipe,Place-Down
48,0.25,0.2032543271780014,0.0815941431836668,0.7969346033544105,0.8195886676016514,0.7517166654545155,0.8195886676016514,0.9636441588401794,0.8322936496090451,47.2,Close,Pour
49,0.2,0.3157775104045868,0.0776414292502186,0.9105896473247264,0.8151347374914529,0.7664259723573712,0.7832198438744314,0.9647518634796143,0.91627320194158,54.2,Halve,Pour
50,0.3333333333333333,0.3653004169464111,0.11875767443836001,0.6134748141970089,0.7280131030007873,0.6461585010517331,0.7280131030007873,0.9543618202209473,0.6854713374721911,40.8,Hold,Pour
51,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.8028699139677613,0.8374769747569468,0.7684908590029027,0.8374769747569468,0.96274493932724,0.8378517255953376,47.2,Open,Pour
52,0.25,0.1667963415384292,0.0699600588276674,0.7981070047067412,0.8221858128204909,0.7694703403479635,0.8221858128204909,0.96832834482193,0.843642811542247,47.8,Pick-Up,Pour
53,0.25,0.2918168306350708,0.11328961037275101,0.756419399479358,0.7272206909827719,0.5966044092922388,0.718429482191563,0.9587710738182068,0.8009634927384,46.4,Place-Down,Pour
54,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.9014861825538917,0.811391838973442,0.7679811956009697,0.811391838973442,0.9625385761260986,0.9085478689494249,53.6,Slice,Pour
55,0.25,0.509205162525177,0.0970422225532095,0.9014861825538917,0.8096868313785034,0.7679811956009697,0.8096868313785034,0.9640054106712341,0.9047718829799765,53.6,Wipe,Pour
56,0.22222222222222224,0.3808492720127105,0.0887489492764253,0.370339421687663,0.6619308964260079,0.5951807186473766,0.6619308964260079,0.9343780994415283,0.5089948667772853,28.2,Close,Slice
57,0.1818181818181818,0.3771482110023498,0.0934805650414641,0.9799188555219676,0.9410526265789475,0.9310810760810814,0.9410526265789475,0.9952914237976073,0.9806992326137672,55.0,Halve,Slice
58,0.2857142857142857,0.3697307407855987,0.0513302142817702,0.28033572270733625,0.6048441123005648,0.5101827326512287,0.6048441123005648,0.9293535470962524,0.43904538372025464,26.4,Hold,Slice
59,0.2857142857142857,0.3194121122360229,0.0770675081437801,0.47683756138871186,0.6504906287847583,0.601073580939986,0.6504906287847583,0.9389004588127137,0.5767465304920026,34.2,Open,Slice
60,0.22222222222222224,0.44728294014930714,0.0743805998594153,0.37426225086838905,0.6619308964260079,0.5929445740619735,0.6619308964260079,0.9334670901298523,0.5092958094388317,28.2,Pick-Up,Slice
61,0.22222222222222224,0.4426504373550415,0.135771583124557,0.37541741423427966,0.5520205844356055,0.43515511854342287,0.5420750749425848,0.9318732380867004,0.5012320793078351,27.4,Place-Down,Slice
62,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.6408849897203475,0.4758636635870257,0.3649632984419384,0.4758636635870257,0.9390345096588135,0.6750761770059663,50.6,Pour,Slice
63,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.47959169305661764,0.6017064472822071,0.5352461129582882,0.6017064472822071,0.9403671503067017,0.5668859171360621,36.2,Wipe,Slice
64,0.25,0.3031244874000549,0.1558799708666,0.8094370822818855,0.6719160055053597,0.518362568111761,0.6589078754240587,0.9572337865829468,0.81328877608149,32.6,Close,Wipe
65,0.2,0.5097622871398926,0.11827822412400799,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9791628241539001,0.8629289582088706,35.0,Halve,Wipe
66,0.3333333333333333,0.43972694873809803,0.0158176034997597,0.17416976527468517,0.26217532143008937,0.1393802236734489,0.22061687987164785,0.8736098051071167,0.22988000170648007,11.8,Hold,Wipe
67,0.3333333333333333,0.3229246437549591,0.139307387341262,0.49195337151080426,0.4660088332757021,0.3285970238481649,0.4392516036780895,0.9208606004714965,0.5315394217921814,22.6,Open,Wipe
68,0.25,0.2969381213188171,0.0946885101065148,0.8202311194003855,0.6759278134775292,0.5357863680579189,0.6759278134775292,0.9641977429389954,0.8323186399155869,33.4,Pick-Up,Wipe
69,0.25,0.3212550282478332,0.220155971966159,0.27099072705172045,0.41276881277084054,0.27789473257679914,0.41276881277084054,0.9253682732582093,0.4493713992006523,17.4,Place-Down,Wipe
70,0.25,0.509205162525177,0.0970422225532095,0.5869254551977432,0.5359630076020021,0.3726668025900059,0.5260994048337428,0.9460367679595947,0.698239252064799,31.6,Pour,Wipe
71,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.17779400871264267,0.22742386577237772,0.13874119478461583,0.21822846347352715,0.8878425359725952,0.2580658719905425,12.8,Slice,Wipe
