,Target Name,Reference Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,cut,grasp,1,0.8693570909952165,0.9146647453308105,0.8150489495915416,0.5059124753037058,0.5932862190812721,0.7692307643571336,44,1,NaN,NaN
1,cut,mix,1,0.6341582224320598,0.8671959042549133,0.5221600952313273,0.35666194922239025,0.5389572349150556,0.5917602946765982,46,1,NaN,NaN
2,cut,pour,1,0.6599837817852982,0.9153960943222046,0.7773015312095006,0.4165053464797183,0.6381410256410256,0.6431372499038831,40,1,NaN,NaN
3,cut,transport,1,0.7989231433526142,0.9045965075492859,0.7762225626073431,0.505135166335145,0.7508480964945345,0.7148936120365778,39,1,NaN,NaN
4,cut,wipe,1,0.5368380974280618,0.8902056217193604,0.6079078560524616,0.25150903009217296,0.5067600193143409,0.5895522338196146,39,1,NaN,NaN
5,grasp,cut,1,0.4625932930240704,0.8629293441772461,0.40074923648951655,0.19849431394077047,0.41316180108857004,0.5439999956771201,26,1,NaN,NaN
6,grasp,mix,1,0.457141745773215,0.8521686792373657,0.3967558832586891,0.18558084487271712,0.41739894551845347,0.5339366471292563,25,1,NaN,NaN
7,grasp,pour,1,0.5334466827280661,0.8970801830291748,0.5842266007442933,0.3026084982712641,0.5493589743589744,0.5844748809449345,27,1,NaN,NaN
8,grasp,transport,1,0.5165803946396744,0.8491007089614868,0.5552932066873044,0.2407432386715588,0.4762100082034455,0.4666666619388889,20,1,NaN,NaN
9,grasp,wipe,1,0.44681041678269057,0.8926129937171936,0.48928733955000525,0.1557945443527008,0.40704973442781267,0.5897435849539777,27,1,NaN,NaN
10,mix,cut,1,0.5035333842096432,0.8759557008743286,0.45206826427488717,0.18724801889933798,0.45620979713013354,0.5271317784757527,29,1,NaN,NaN
11,mix,grasp,1,0.8708218506662471,0.9090039730072021,0.7195076611704823,0.4427983423096216,0.7204997686256362,0.6702702653346969,32,1,NaN,NaN
12,mix,pour,1,0.5963163513705322,0.9072559475898743,0.725375349405303,0.370792448259095,0.6407051282051281,0.6290322530648415,35,1,NaN,NaN
13,mix,transport,1,0.7121650049415802,0.8975039720535278,0.7683888285249735,0.37445184002634674,0.7051792828685259,0.6418604601215793,37,1,NaN,NaN
14,mix,wipe,1,0.45346199806851667,0.8971483707427979,0.5350237856133201,0.18501984130911622,0.4797199420569773,0.5793650744359411,39,1,NaN,NaN
15,pour,cut,1,0.4890139456264122,0.8612264394760132,0.4455982829391094,0.17616535465203592,0.41316180108857004,0.46969696513343673,35,1,NaN,NaN
16,pour,grasp,1,0.8405843489171253,0.9042184352874756,0.6111265380415284,0.3766876578643803,0.5876010781671159,0.577777772817284,33,1,NaN,NaN
17,pour,mix,1,0.5844415065866952,0.8610100746154785,0.47009070251298557,0.255203176904574,0.3968951376684241,0.5322580596881504,37,1,NaN,NaN
18,pour,transport,1,0.8678476294781848,0.9295253157615662,0.8333822732068761,0.5297049215031798,0.70739447794351,0.7428571379012078,42,1,NaN,NaN
19,pour,wipe,1,0.6208309566182996,0.8980558514595032,0.6253832424109275,0.29561470240535787,0.5357315306615162,0.5725190789986017,45,1,NaN,NaN
20,transport,cut,1,0.32865652349525937,0.8131130933761597,0.27419313281046886,0.04939336077283799,0.28896585848589806,0.3700440491466941,17,1,NaN,NaN
21,transport,grasp,1,0.6333385758406017,0.8585694432258606,0.5194835425581383,0.4584808581490106,0.5522945570971185,0.6575342416513417,19,1,NaN,NaN
22,transport,mix,1,0.4264171093430333,0.8178181648254395,0.33996445847622714,0.13224172164891912,0.34270650263620384,0.4454976261054334,20,1,NaN,NaN
23,transport,pour,1,0.5869761489271181,0.9082738161087036,0.6421413314100467,0.3891267114633438,0.5746794871794871,0.6666666617668523,29,1,NaN,NaN
24,transport,wipe,1,0.5580579915167884,0.9010758399963379,0.5558338001221839,0.27425964140704906,0.4922742636407532,0.6025104554128955,33,1,NaN,NaN
25,wipe,cut,1,0.4751435215622355,0.856281578540802,0.4418740941411282,0.17678801478007186,0.4366650173181593,0.4604316499412556,34,1,NaN,NaN
26,wipe,grasp,1,0.7978008486552953,0.8929587006568909,0.7543655552334099,0.3890916089365075,0.5775665399239543,0.67346938288838,43,1,NaN,NaN
27,wipe,mix,1,0.6071991873020126,0.8634085059165955,0.5164250633022058,0.33077544306960033,0.5565319273579379,0.576642330793063,43,1,NaN,NaN
28,wipe,pour,1,0.6718185582847126,0.9123913645744324,0.765129650270528,0.45096519757791775,0.6243589743589744,0.5905511761036023,42,1,NaN,NaN
29,wipe,transport,1,0.8160030659636267,0.8966101408004761,0.8167046188510065,0.3769838598824578,0.6753160345974718,0.6294820667798924,46,1,NaN,NaN
30,cut,grasp,2,0.817411862363446,0.8996930718421936,0.7534986963216683,0.5350463036192151,0.6854625550660793,0.7301587252462136,37,1,NaN,NaN
31,cut,mix,2,0.8152659960960286,0.9176777601242065,0.6658298616603018,0.6056701101558135,0.7182895117018202,0.7417218493081443,56,1,NaN,NaN
32,cut,pour,2,0.6599837817852982,0.9158381223678589,0.7773015312095006,0.4165053464797183,0.6387820512820512,0.6377952705917913,40,1,NaN,NaN
33,cut,transport,2,0.8169457117182163,0.9074580073356628,0.7949900086918276,0.5053617415889855,0.7633333333333333,0.7148936120365778,40,1,NaN,NaN
34,cut,wipe,2,0.5690954806898172,0.8876811265945435,0.6385263143752413,0.2551666211061971,0.5275229357798166,0.5746268606852863,41,1,NaN,NaN
35,grasp,cut,2,0.4625932930240704,0.8629293441772461,0.40074923648951655,0.19849431394077047,0.41316180108857004,0.5439999956771201,26,1,NaN,NaN
36,grasp,mix,2,0.457141745773215,0.8521686792373657,0.3967558832586891,0.18558084487271712,0.41739894551845347,0.5339366471292563,25,1,NaN,NaN
37,grasp,pour,2,0.5334466827280661,0.8970801830291748,0.5842266007442933,0.3026084982712641,0.5493589743589744,0.5844748809449345,27,1,NaN,NaN
38,grasp,transport,2,0.5779680407109259,0.8515585660934448,0.5381303330111531,0.3142244204031201,0.5242001640689089,0.5333333286055556,20,1,NaN,NaN
39,grasp,wipe,2,0.41869747077801706,0.8941158056259155,0.47753814678150386,0.14143555880521946,0.3860453887011106,0.5775862021287903,27,1,NaN,NaN
40,mix,cut,2,0.5447101346472644,0.8808521032333374,0.49702598133223197,0.2289425941989154,0.48911429985155863,0.5487364573691824,34,1,NaN,NaN
41,mix,grasp,2,0.807029022999198,0.9117804169654846,0.7121639774084991,0.43480082903752587,0.6958917835671343,0.6483516434005555,32,1,NaN,NaN
42,mix,pour,2,0.5632061146845581,0.9049451351165771,0.7091466459690472,0.3524693656092979,0.6118589743589744,0.6178861738631106,35,1,NaN,NaN
43,mix,transport,2,0.6833231186642094,0.9184873104095459,0.7846061813569476,0.44847586938013995,0.7149302707136997,0.6862745048428489,30,1,NaN,NaN
44,mix,wipe,2,0.5767254776408439,0.9129353761672974,0.632830606694544,0.3152531380324435,0.6175760502172863,0.6177606128000478,48,1,NaN,NaN
45,pour,cut,2,0.6081805117978155,0.879406750202179,0.5096137109066263,0.321416218353067,0.4905987135081643,0.5993031310721267,38,1,NaN,NaN
46,pour,grasp,2,0.8630391978637593,0.909691333770752,0.6491756767955843,0.3742891459338146,0.5109238451935081,0.6349206300081186,35,1,NaN,NaN
