,WuP,GloVe-Similarity,Sensorimotor Distance,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF,LoC,Generated,Reference
46,0.22222222222222224,0.4426504373550415,0.135771583124557,0.9875308977601577,0.961904756904762,0.9436619668309859,0.961904756904762,0.9970830678939822,0.9905264086509028,46.0,Slice,Place-Down
47,0.25,0.3212550282478332,0.220155971966159,0.9646904477908709,0.9047618997619049,0.8450704175352113,0.8952380902380954,0.9902421832084656,0.9585821952016179,46.0,Wipe,Place-Down
48,0.25,0.2032543271780014,0.0815941431836668,1.1293087751622998e-09,0.0952380936707483,0.0245398763671948,0.0952380936707483,0.8334658741950989,0.0474498631286215,4.0,Close,Pour
49,0.2,0.3157775104045868,0.0776414292502186,0.9379000416372296,0.8272251258901895,0.7935483820967743,0.8272251258901895,0.9807723760604858,0.9467948919706768,56.0,Halve,Pour
50,0.3333333333333333,0.3653004169464111,0.11875767443836001,0.0017884696992263,0.3389830478138466,0.1340782099684779,0.3050847427291008,0.9038447737693789,0.1339545611435676,12.0,Hold,Pour
51,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.6846956616286924,0.785906702390723,0.703642434515665,0.785906702390723,0.9634505271911621,0.7556075800948665,41.4,Open,Pour
52,0.25,0.1667963415384292,0.0699600588276674,0.6157737746199653,0.7841958468161,0.7201742870390166,0.7841958468161,0.9601968765258789,0.7087028370813971,39.6,Pick-Up,Pour
53,0.25,0.2918168306350708,0.11328961037275101,0.46656025776966353,0.6415094291776434,0.4615384568637414,0.6289308128254422,0.9523100256919859,0.5998567865511141,32.0,Place-Down,Pour
54,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.9379000416372296,0.8229166616666668,0.7935483820967743,0.8229166616666668,0.99008709192276,0.943693368416187,56.0,Slice,Pour
55,0.25,0.509205162525177,0.0970422225532095,0.6886125797412063,0.777142852190041,0.6859205726882927,0.777142852190041,0.9516355991363523,0.7483299763790018,41.0,Wipe,Pour
56,0.22222222222222224,0.3808492720127105,0.0887489492764253,0.012027208066673,0.4098360621271164,0.2643678135500066,0.4098360621271164,0.917663037776947,0.1911993830089983,13.0,Close,Slice
57,0.1818181818181818,0.3771482110023498,0.0934805650414641,0.0039367223535458,0.3865546186286279,0.1954022963086273,0.3697478959395524,0.9107035994529724,0.156653993283582,13.0,Halve,Slice
58,0.2857142857142857,0.3697307407855987,0.0513302142817702,0.0001055432058341,0.29824561125731,0.1686746968616635,0.29824561125731,0.8909069299697876,0.1067455807893419,9.0,Hold,Slice
59,0.2857142857142857,0.3194121122360229,0.0770675081437801,0.0121028658031777,0.4098360621271164,0.2643678135500066,0.4098360621271164,0.9123824834823608,0.192622615986995,13.0,Open,Slice
60,0.22222222222222224,0.44728294014930714,0.0743805998594153,0.0001306158394851,0.29824561125731,0.1686746968616635,0.29824561125731,0.8945995569229126,0.10554938895632922,9.0,Pick-Up,Slice
61,0.22222222222222224,0.4426504373550415,0.135771583124557,0.000214121355776,0.2931034453106421,0.166666664569161,0.2931034453106421,0.8994517922401428,0.1111810303398442,10.0,Place-Down,Slice
62,0.22222222222222224,0.5407348275184631,0.0772310812987127,0.13942902095808898,0.25224769476831,0.15456885189085007,0.25224769476831,0.903158175945282,0.226841345745657,18.4,Pour,Slice
63,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.0010639770941268,0.2499999967013889,0.1162790673661439,0.2499999967013889,0.9013088345527647,0.11662227564561452,12.0,Wipe,Slice
64,0.25,0.3031244874000549,0.1558799708666,0.8674493843800517,0.687499995,0.5473684160526316,0.687499995,0.9872065186500547,0.8627449533413278,35.0,Close,Wipe
65,0.2,0.5097622871398926,0.11827822412400799,0.870641483914287,0.6929133808270816,0.5473684160526316,0.6929133808270816,0.9763416051864624,0.8615496528735257,35.0,Halve,Wipe
66,0.3333333333333333,0.43972694873809803,0.0158176034997597,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9765881299972534,0.8582225286079659,35.0,Hold,Wipe
67,0.3333333333333333,0.3229246437549591,0.139307387341262,0.8674493843800517,0.687499995,0.5473684160526316,0.687499995,0.9798529744148254,0.8644845565032236,35.0,Open,Wipe
68,0.25,0.2969381213188171,0.0946885101065148,0.8674493843800517,0.687499995,0.5473684160526316,0.687499995,0.9801285862922668,0.8644625912448541,35.0,Pick-Up,Wipe
69,0.25,0.3212550282478332,0.220155971966159,0.7690133480688445,0.6165413483905253,0.4833866251296997,0.6165413483905253,0.952414047718048,0.8353559551067342,37.0,Place-Down,Wipe
70,0.25,0.509205162525177,0.0970422225532095,0.7613731471755457,0.647058818546713,0.5098039165921762,0.647058818546713,0.9481066465377808,0.8715203286699758,39.0,Pour,Wipe
71,0.22222222222222224,0.5417711138725281,0.0503783542992758,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9844112396240234,0.8716086926893386,35.0,Slice,Wipe
