,Action Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,cut,1,0.39315697701513524,0.8449865579605103,0.30340110098538403,0.14669225809608358,0.36739238000989605,0.5228215726416556,26,1,1,0.0
1,cut,2,0.39315697701513524,0.8449865579605103,0.30340110098538403,0.14669225809608358,0.36739238000989605,0.5228215726416556,26,1,1,0.0
2,cut,3,0.39315697701513524,0.8449865579605103,0.30340110098538403,0.14669225809608358,0.36739238000989605,0.5228215726416556,26,1,1,0.0
3,cut,4,0.4739672698679354,0.8548281788825989,0.33476447716844854,0.2293213746548479,0.4366650173181593,0.5359999956771201,29,1,1,0.0
4,cut,5,0.4659274245456717,0.8563994765281677,0.33183335106192163,0.208434448245303,0.4250371103414151,0.5359999956771201,28,1,1,0.0
5,pour,1,0.6993493055400065,0.881001353263855,0.5420782956128798,0.4340668773969341,0.6387820512820512,0.5806451564059547,34,1,0,0.3
6,pour,2,0.6865405054139208,0.8791703581809998,0.5403827653036866,0.4180673834931811,0.635576923076923,0.5860465067604111,32,1,0,0.25
7,pour,3,0.677972379972413,0.8849359750747681,0.5301053761915395,0.45716422150391794,0.6125,0.584905655538003,27,1,0,0.3
8,pour,4,0.6895849708094142,0.8799756765365601,0.5435378704399074,0.415054302469076,0.6381410256410256,0.5904761856575964,34,1,0,0.3
9,pour,5,0.678517775790684,0.8793266415596008,0.527064654697887,0.4219358676128866,0.6400641025641025,0.5971563932750837,31,1,0,0.4
10,wipe,1,0.4487252790558364,0.8514453768730164,0.35016260585247827,0.167236808929107,0.42081120231772096,0.4827586159218936,29,1,0,0.2
11,wipe,2,0.44914868768297406,0.8506414890289307,0.351976949767599,0.16727172281697605,0.42129406084017385,0.4806866905001013,29,1,0,0.2
12,wipe,3,0.4786052665883294,0.8517670035362244,0.3702646065877723,0.19525635351669776,0.4478512795750845,0.4803493402459908,31,1,0,0.2
13,wipe,4,0.4487252790558364,0.8514453768730164,0.35016260585247827,0.167236808929107,0.42081120231772096,0.4827586159218936,29,1,0,0.2
14,wipe,5,0.4429712578290264,0.8479183912277222,0.3489255657023274,0.19276597559515252,0.3937711250603573,0.5135135088787436,25,1,0,0.3
