,Target Name,Reference Name,run,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success,Run Success,Simulation
0,cut,grasp,1,0.5357477079881746,0.846608579158783,0.3649819240574107,0.18965240802533598,0.3595719381688466,0.3678929718106062,45,1,NaN,NaN
1,cut,mix,1,0.7098029814094545,0.9012820720672607,0.5420377854366216,0.42109269182808884,0.45516915069789454,0.531791902525143,69,1,NaN,NaN
2,cut,pour,1,0.5375964834855423,0.8429030179977417,0.39619439740156226,0.2485149866958492,0.359334126040428,0.368253963365281,44,1,NaN,NaN
3,cut,transport,1,0.5414013621675968,0.8341161012649536,0.3402045542105077,0.19279974804193972,0.33935790725326986,0.312101905944866,44,1,NaN,NaN
4,cut,wipe,1,0.5193906598915002,0.8355242609977722,0.3527608587757944,0.22973757920891474,0.3721759809750297,0.34504791844522253,46,1,NaN,NaN
5,grasp,cut,1,0.5856144600957528,0.8738495707511902,0.43471343145601016,0.30675280696235724,0.5320348539210662,0.5095541351519332,32,1,NaN,NaN
6,grasp,mix,1,0.6521608815557232,0.9133071303367615,0.5305939991389984,0.4514234260828541,0.6335212711430036,0.6938775461224491,21,1,NaN,NaN
7,grasp,pour,1,0.6776240093894984,0.8842540383338928,0.574727686432585,0.44814779558475554,0.5679138903126602,0.5227272677376034,27,1,NaN,NaN
8,grasp,transport,1,0.6446853882632604,0.8838905096054077,0.5295323758022817,0.4912726090929171,0.5858534085084572,0.5526315740027702,21,1,NaN,NaN
9,grasp,wipe,1,0.7104106634364893,0.892134428024292,0.5977601294619476,0.45811217198519855,0.5950794464377243,0.5402298800634167,27,1,NaN,NaN
10,mix,cut,1,0.7029851788600235,0.8976418375968933,0.4925253081092267,0.3912982971994699,0.4878941441441441,0.5467127977754098,51,1,NaN,NaN
11,mix,grasp,1,0.45654091244044065,0.8479213714599609,0.3503779949863112,0.15818424886347027,0.39724099099099097,0.4596774145746618,29,1,NaN,NaN
12,mix,pour,1,0.5180902499793768,0.8348360061645508,0.4206296972445766,0.2632479264929448,0.4611486486486487,0.4525547395705685,37,1,NaN,NaN
13,mix,transport,1,0.5072541775748652,0.8180848956108093,0.3624452418260655,0.2274616096650919,0.4307432432432432,0.421940923623351,31,1,NaN,NaN
14,mix,wipe,1,0.5351260951798963,0.8154340386390686,0.41856153737984764,0.2457905399892578,0.45354729729729726,0.4145454495867769,51,1,NaN,NaN
15,pour,cut,1,0.7086557751935839,0.8499826192855835,0.5082476211905081,0.22871498482427316,0.4688182479980587,0.41992882068362863,64,1,NaN,NaN
16,pour,grasp,1,0.7069954558882391,0.8695691823959351,0.5613886353083335,0.31596667028066955,0.5381410256410256,0.5087719248711143,35,1,NaN,NaN
17,pour,mix,1,0.7189917741897544,0.8625020980834961,0.49795792142607254,0.34468978470135014,0.5266862170087976,0.499999995000315,48,1,NaN,NaN
18,pour,transport,1,0.8286055079375919,0.9378781318664551,0.7537566531339297,0.577862065215299,0.6887820512820513,0.6991869868712406,41,1,NaN,NaN
19,pour,wipe,1,0.8736995414286822,0.9599572420120239,0.8085753507621389,0.7755641044658929,0.7346153846153847,0.8127489989841431,43,1,NaN,NaN
20,transport,cut,1,0.6279505311936245,0.8490620851516724,0.49067935635829607,0.2718537451402908,0.4875046624393883,0.47115384120978177,31,1,NaN,NaN
